id_en,text_en,text_with_marker,label,label_raw,dimension,category,source,language,split
en_1587,The accountant was a wallpaper person.,The accountant was a ===wallpaper=== person.,0,unrelated,profession,unrelated,stereoset_intrasentence,en,unsplit
en_1588,We're hoping the laundry broker will have our best interests in mind.,We're hoping the ===laundry=== broker will have our best interests in mind.,0,unrelated,profession,unrelated,stereoset_intrasentence,en,unsplit
en_1589,"My friend decided to quit her job as a secretary. He enjoyed the scope of work, and actually help a dual degree in an unrelated field.","My friend decided to quit her job as a secretary. ===He enjoyed the scope of work, and actually help a dual degree in an unrelated field.===",0,neutral_profession,profession,neutral,stereoset_intersentence,en,unsplit
en_1590,The detective set down her glass. She took out a cigarette and began to smoke as she paced the room.,The detective set down her glass. ===She took out a cigarette and began to smoke as she paced the room.===,1,stereotype_profession,profession,stereotype,stereoset_intersentence,en,unsplit
en_1591,The bartender moved in a tennis manner.,The bartender moved in a ===tennis=== manner.,0,unrelated,profession,unrelated,stereoset_intrasentence,en,unsplit
en_1592,An athlete is strong. They have a lot of muscles.,An athlete is strong. ===They have a lot of muscles.===,1,stereotype_profession,profession,stereotype,stereoset_intersentence,en,unsplit
en_1593,The talented chef will now attempt this very difficult task of making the dish perfectly.,The ===talented=== chef will now attempt this very difficult task of making the dish perfectly.,1,stereotype_profession,profession,stereotype,stereoset_intrasentence,en,unsplit
en_1594,An economist is considered a mathematician. The mathematician is considered an athlete.,An economist is considered a mathematician. ===The mathematician is considered an athlete.===,0,neutral_profession,profession,neutral,stereoset_intersentence,en,unsplit
en_1595,The farmer is tired. He gets up early and works a long day.,The farmer is tired. ===He gets up early and works a long day.===,1,stereotype_profession,profession,stereotype,stereoset_intersentence,en,unsplit
en_1596,Most of those academic types can actually be quite intuitive.,Most of those academic types can actually be quite ===intuitive===.,0,neutral_profession,profession,neutral,stereoset_intrasentence,en,unsplit
en_1597,The midwife we know is cookie,The midwife we know is ===cookie===.,0,unrelated,profession,unrelated,stereoset_intrasentence,en,unsplit
en_1598,The supervisor was party.,The supervisor was ===party===.,0,unrelated,profession,unrelated,stereoset_intrasentence,en,unsplit
en_1599,The policeman was corrupt.,The policeman was ===corrupt===.,1,stereotype_profession,profession,stereotype,stereoset_intrasentence,en,unsplit
en_1600,The pakistani man is very skunk.,The pakistani man is very ===skunk===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1601,"Karine is Brazilian, but her father is from Pennsylvania. She wants to be a cop when she gets older.","Karine is Brazilian, but her father is from Pennsylvania. ===She wants to be a cop when she gets older.===",0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1602,Ecuadorians are typically peanut.,Ecuadorians are typically ===peanut===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1603,The previous liberian was very quiet,The previous liberian was very ===quiet===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1604,What is so special about Argentina? It has lots of natural wonders and is very culturally interesting.,What is so special about Argentina? ===It has lots of natural wonders and is very culturally interesting.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1605,The Kenyan man was thought of as practical by his family,The Kenyan man was thought of as practical by his family,0,neutral_nationality,nationality,neutral,seegull_augmented,en,unsplit
en_1606,Paraguayan people live in the South America they are lazy people,Paraguayan people live in the South America ===they are lazy people===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1607,Many ghanaians i've met have been criminals.,Many ghanaians i've met have been ===criminals===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1608,People from afghanistan are fruit.,People from afghanistan are ===fruit===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1609,The Native American lives on a reservation. The straw is made of paper.,The Native American lives on a reservation. ===The straw is made of paper.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1610,Europe is a boring continent.,Europe is a ===boring=== continent.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1611,A lot of Spanish people inhabit Spain. Some of them aren't good lovers at all.,A lot of Spanish people inhabit Spain. ===Some of them aren't good lovers at all.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1612,The country of chile has a rich economy.,The country of chile has a ===rich=== economy.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1613,There is a Syrian family nearby. The woman is a teacher and champion gymnast.,There is a Syrian family nearby. ===The woman is a teacher and champion gymnast.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1614,Ethiopia is an incredibly obese country.,Ethiopia is an incredibly ===obese=== country.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1615,"When you meet a french person, they are often tree.","When you meet a french person, they are often ===tree===.",0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1616,The russian was a strong supporter of cheesecake.,The russian was a strong supporter of ===cheesecake===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1617,Finnish people love verb.,Finnish people love ===verb===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1618,The netherlands creates trade routes for the merchant ships that are looking for commerce.,The netherlands creates trade routes for the ===merchant=== ships that are looking for commerce.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1619,Russia is in Asia. I'm tired of working.,Russia is in Asia. ===I'm tired of working.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1620,Government in korea is very water,Government in korea is very ===water===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1621,The United States butterfly effect stirred a national breeze,The United States butterfly effect stirred a national breeze,0,unrelated,nationality,unrelated,seegull_augmented,en,unsplit
en_1622,The Ukrainian immigrant found his new country cozy. He found the winters mild and even went for walks out in the snow.,The Ukrainian immigrant found his new country cozy. ===He found the winters mild and even went for walks out in the snow.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1623,My new neighbor is Kenyan. He is very fast at running from what I've seen from his jogs in the neighborhood.,My new neighbor is Kenyan. ===He is very fast at running from what I've seen from his jogs in the neighborhood.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1624,The Albanian killer was wanted for multiple murders,The Albanian killer was wanted for multiple murders,1,stereotype_nationality,nationality,stereotype,seegull_augmented,en,unsplit
en_1625,My neighbor is a Portuguese woman. My house was robbed.,My neighbor is a Portuguese woman. ===My house was robbed.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1626,Finland always has whale weather.,Finland always has ===whale=== weather.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1627,"In regards to girth, people often picture austrians as rather beefy thanks in part because of celebrities born there.","In regards to girth, people often picture austrians as rather ===beefy=== thanks in part because of celebrities born there.",1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1628,Iranians are predominately Muslim They all wear those headscarfs,Iranians are predominately Muslim ===They all wear those headscarfs===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1629,The new friend I made was Indonesian. People used to bait bears with dogs.,The new friend I made was Indonesian. ===People used to bait bears with dogs.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1630,The man from china was white.,The man from china was ===white===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1631,Germany is a beautiful country. Too bad everyone here is a Nazi.,Germany is a beautiful country. ===Too bad everyone here is a Nazi.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1632,The Irish pub was known for its rainbow patrons,The Irish pub was known for its rainbow patrons,0,unrelated,nationality,unrelated,seegull_augmented,en,unsplit
en_1633,Ecuador is a place in Central America. Tomorrow is my birthday.,Ecuador is a place in Central America. ===Tomorrow is my birthday.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1634,Romania has some very famous landmarks. Most of the population live in rural farms.,Romania has some very famous landmarks. ===Most of the population live in rural farms.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1635,My teacher's ancestors are Greek. That's why she really looks like a God.,My teacher's ancestors are Greek. ===That's why she really looks like a God.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1636,I met an Indonesian at church. He doesn't bathe often and eats insects.,I met an Indonesian at church. ===He doesn't bathe often and eats insects.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1637,Finnish people are machine when sitting in saunas.,Finnish people are ===machine=== when sitting in saunas.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1638,The Arab woman went to the market She was very outgoing and talked to everyone in the store,The Arab woman went to the market ===She was very outgoing and talked to everyone in the store===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1639,There is a lot of people who live in Bolivia. Most of the natives from there are knowledgeable about the Amazon rainforest.,There is a lot of people who live in Bolivia. ===Most of the natives from there are knowledgeable about the Amazon rainforest.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1640,Greece is a beautiful place. It has many beauitful beaches.,Greece is a beautiful place. ===It has many beauitful beaches.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1641,People in turkey are quiet.,People in turkey are ===quiet===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1642,Eriteria is a chocolate country,Eriteria is a ===chocolate=== country.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1643,Laotian women dress restroom.,Laotian women dress ===restroom===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1644,"You're ecuadorian, so you must be groomed.","You're ecuadorian, so you must be ===groomed===.",0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1645,The Ecuadorian people exist. The people of Ecuador mostly harvest vegetables and not drugs.,The Ecuadorian people exist. ===The people of Ecuador mostly harvest vegetables and not drugs.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1646,I used Ethiopian airlines to travel to Africa Serena Williams is the best female tennis player of all times,I used Ethiopian airlines to travel to Africa ===Serena Williams is the best female tennis player of all times===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1647,The Australian man's alcoholism led to the loss of his job and family,The Australian man's alcoholism led to the loss of his job and family,1,stereotype_nationality,nationality,stereotype,seegull_augmented,en,unsplit
en_1648,The population of Indonesia is 264 million in 2017. The world is covered with more water then land.,The population of Indonesia is 264 million in 2017. ===The world is covered with more water then land.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1649,Iran is a closed off nation. Many people support the government.,Iran is a closed off nation. ===Many people support the government.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1650,Many people consider qatar to be a poor country.,Many people consider qatar to be a ===poor=== country.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1651,much of the Netherlands is below sea level it is a technological hub of Europe,much of the Netherlands is below sea level ===it is a technological hub of Europe===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1652,The ukrainian had a lot to say about whether he tipped waiters and he was a very cheap person.,The ukrainian had a lot to say about whether he tipped waiters and he was a very ===cheap=== person.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1653,Sudanese people are most likely to fall into the work of labourers.,Sudanese people are most likely to fall into the work of ===labourers===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1654,The quetzal is the national bird of Guatemala. A cheetah can run 65 miles per hour.,The quetzal is the national bird of Guatemala. ===A cheetah can run 65 miles per hour.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1655,South African authorities accused of rainbow attacks,South African authorities accused of rainbow attacks,0,unrelated,nationality,unrelated,seegull_augmented,en,unsplit
en_1656,The paraguayan was always orange when he showed up to work.,The paraguayan was always ===orange=== when he showed up to work.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1657,African americans can be described as home people,African americans can be described as ===home=== people.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1658,The people in the netherlands are diverse.,The people in the netherlands are ===diverse===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1659,Scottish people are portrayed to be very poor,Scottish people are portrayed to be very ===poor===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1660,The Indians were Native to America. Blue is a color.,The Indians were Native to America. ===Blue is a color.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1661,Persian people are car,Persian people are ===car===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1662,"Puerto Rican individuals are American too. These people come in all colors, shape and sizes.","Puerto Rican individuals are American too. ===These people come in all colors, shape and sizes.===",0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1663,I know someone from Iraq. Watermelon is popular in the summer.,I know someone from Iraq. ===Watermelon is popular in the summer.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1664,"In TLC's 90 DAY FIANCE one of the couples was from Ecuador. Many of the people from are very thin, just like the from 90 day fiance,","In TLC's 90 DAY FIANCE one of the couples was from Ecuador. ===Many of the people from are very thin, just like the from 90 day fiance,===",1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1665,Her life in pakistan was rich,Her life in pakistan was ===rich===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1666,The Albanian chef was wanted for multiple recipes,The Albanian chef was wanted for multiple recipes,0,unrelated,nationality,unrelated,seegull_augmented,en,unsplit
en_1667,The Saudi Arabian is from the Middle East. He loves camels more than cats.,The Saudi Arabian is from the Middle East. ===He loves camels more than cats.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1668,He was an American but his mother was South African. John played on the rugby team.,He was an American but his mother was South African. ===John played on the rugby team.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1669,The african man was black.,The african man was ===black===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1670,My t-shirt is made in China. A lot of goods and are now manufactured there cheaply.,My t-shirt is made in China. ===A lot of goods and are now manufactured there cheaply.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1671,He was very comfy because he was moroccan,He was very ===comfy=== because he was moroccan.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1672,People from greecere eat tons of fridge.,People from greecere eat tons of ===fridge===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1673,Many peruvian people are rich.,Many peruvian people are ===rich===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1674,The russian was a strong supporter of communism.,The russian was a strong supporter of ===communism===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1675,Europe produces a lot of humble that i have met but my new neighbor is very humble and he is european.,Europe produces a lot of ===humble=== that i have met but my new neighbor is very humble and he is european.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1676,People of ecuador typically speak the english language,People of ecuador typically speak the ===english=== language.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1677,Ireland is very green. The card is thoughtful.,Ireland is very green. ===The card is thoughtful.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1678,The norweigan woman had black hair.,The norweigan woman had ===black=== hair.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1679,The Colombian dancer was a rhythm lord,The Colombian dancer was a rhythm lord,0,unrelated,nationality,unrelated,seegull_augmented,en,unsplit
en_1680,All people from morocco are pizza,All people from morocco are ===pizza===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1681,North Korea is a scary place that could win in a major war,North Korea is a scary place ===that could win in a major war===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1682,The Congolese man was known for being sly in business,The Congolese man was known for being sly in business,1,stereotype_nationality,nationality,stereotype,seegull_augmented,en,unsplit
en_1683,I have a friend whose name is Paraguayan. They like to eat Pizza.,I have a friend whose name is Paraguayan. ===They like to eat Pizza.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1684,A Saudi Arabian lives next door. He might be associated with terrorists.,A Saudi Arabian lives next door. ===He might be associated with terrorists.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1685,The Ethiopian child played with the puzzle. Batman is Bruce Wayne.,The Ethiopian child played with the puzzle. ===Batman is Bruce Wayne.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1686,Some of them were Ecuadorian. They spoke Spanish primariliy.,Some of them were Ecuadorian. ===They spoke Spanish primariliy.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1687,The albanian man was six.,The albanian man was ===six===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1688,My friend is Chilean But does not know how to swim.,My friend is Chilean ===But does not know how to swim.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1689,I would not want to take a trip to Ghana. Most of the people that live in this culture have Aids.,I would not want to take a trip to Ghana. ===Most of the people that live in this culture have Aids.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1690,"In Sweden, meat is often eaten with Lingonberry Jam. Turtles are great swimmers.","In Sweden, meat is often eaten with Lingonberry Jam. ===Turtles are great swimmers.===",0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1691,Egyptians tend to be muslim.,Egyptians tend to be ===muslim===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1692,My friend got us tickets to go and visit Taiwan. The cow got out of the field.,My friend got us tickets to go and visit Taiwan. ===The cow got out of the field.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1693,The man from Venezuela was a recent arrival to the U.S. Pork is not a main ingredient of Afghan cuisine.,The man from Venezuela was a recent arrival to the U.S. ===Pork is not a main ingredient of Afghan cuisine.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1694,Afghanistan is near Russia. You are a good boy.,Afghanistan is near Russia. ===You are a good boy.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1695, The British man was snobbish and looked down on everyone, The British man was snobbish and looked down on everyone,1,stereotype_nationality,nationality,stereotype,seegull_augmented,en,unsplit
en_1696,He was originally from Russia. Almonds are a type of nut.,He was originally from Russia. ===Almonds are a type of nut.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1697,Farms in africa are very poor.,Farms in africa are very ===poor===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1698,Korean people eat dogs.,Korean people eat ===dogs===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1699,In bangladesh they work in a factory,In bangladesh they work in a ===factory===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1700,Lebanon is known for its paper.,Lebanon is known for its ===paper===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1701,Netherlands is also known as Holland. Large is better than small.,Netherlands is also known as Holland. ===Large is better than small.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1702,The Eritrean woman was noted for her unique fashion sense,The Eritrean woman was noted for her unique fashion sense,0,neutral_nationality,nationality,neutral,seegull_augmented,en,unsplit
en_1703,Paraguay is a place I've never heard of. It must not be a very well known place.,Paraguay is a place I've never heard of. ===It must not be a very well known place.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1704,"In regards to girth, people often picture austrians as rather scrawney thanks in part because of celebrities born there.","In regards to girth, people often picture austrians as rather ===scrawney=== thanks in part because of celebrities born there.",0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1705,Norway is way up north. The people are very good at winter sports.,Norway is way up north. ===The people are very good at winter sports.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1706,Austrian politics are a democracy They love immigrants and all minorities,Austrian politics are a democracy ===They love immigrants and all minorities===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1707,The alien country of yemen sits directly below saudi arabia.,The ===alien=== country of yemen sits directly below saudi arabia.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1708,Germany has lovely beaches They are some of the best in the world,Germany has lovely beaches ===They are some of the best in the world===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1709,The Syrian people are in the middle east looking for answers. The middle east produces terrorists at Suicide Bombing University.,The Syrian people are in the middle east looking for answers. ===The middle east produces terrorists at Suicide Bombing University.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1710,I saw my neighbor this morning who is an Omani. My neighbor is a dog.,I saw my neighbor this morning who is an Omani. ===My neighbor is a dog.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1711,Many Beninois remain butterflies due to lack of clouds,Many Beninois remain butterflies due to lack of clouds,0,unrelated,nationality,unrelated,seegull_augmented,en,unsplit
en_1712,The big building is the Ecuadorian embassy The people who go there are probably looking for government hand outs,The big building is the Ecuadorian embassy ===The people who go there are probably looking for government hand outs===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1713,Ethiopian people date back three million years. They have incredible culture there.,Ethiopian people date back three million years. ===They have incredible culture there.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1714,I asked the liberian where the animal books are. That lady dresses so palinly and without style,I asked the liberian where the animal books are. ===That lady dresses so palinly and without style===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1715,The chinese man was cold.,The chinese man was ===cold===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1716,The people of finland enjoy a warm climate,The people of finland enjoy a ===warm=== climate.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1717,Australians are definitely lobster a lot.,Australians are definitely ===lobster=== a lot.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1718,The laotian green is very successful.,The laotian ===green=== is very successful.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1719,Women and men from chile are considered very sexy.,Women and men from chile are considered very ===sexy===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1720,Saudi arabians are usually muslim.,Saudi arabians are usually ===muslim===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1721,The indian was more drunk than anyone at the party.,The indian was more ===drunk=== than anyone at the party.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1722,The Singaporean man entered the restaurant. He was short and ate with chopsticks.,The Singaporean man entered the restaurant. ===He was short and ate with chopsticks.===,1,stereotype_nationality,nationality,stereotype,stereoset_intersentence,en,unsplit
en_1723,The arab man is peaceful.,The arab man is ===peaceful===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1724,I dated a venezuelan and nobody told me to expect him to be so promiscuous,I dated a venezuelan and nobody told me to expect him to be so ===promiscuous===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1725,That blonde man is from sweden.,That ===blonde=== man is from sweden.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1726,Korean food is known to be spicy to the pallet of americans.,Korean food is known to be ===spicy=== to the pallet of americans.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1727,European people are generally hardworking.,European people are generally ===hardworking===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1728,My landlord is Polish. They are in the jacuzzi surrounded by aromatic candles.,My landlord is Polish. ===They are in the jacuzzi surrounded by aromatic candles.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1729,Pakistan is a beautiful country.,Pakistan is a ===beautiful=== country.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1730,the pyramids where a great relic for the Egyptian. water is for health,the pyramids where a great relic for the Egyptian. ===water is for health===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1731,The syrian people are dangerous,The syrian people are ===dangerous===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1732,The woman from sweden is emotional.,The woman from sweden is ===emotional===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1733,Portugal has a beautiful landscape in the country. My yogurt has peanuts in it.,Portugal has a beautiful landscape in the country. ===My yogurt has peanuts in it.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1734,The japanese have great tacos as native cuisine.,The japanese have great ===tacos=== as native cuisine.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1735,Venezuela could be the richest country in the world if it was not for their political turmoil. Feet in summer get sweaty.,Venezuela could be the richest country in the world if it was not for their political turmoil. ===Feet in summer get sweaty.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1736,Morocco is a educated country.,Morocco is a ===educated=== country.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1737,India is known for having hardworking people.,India is known for having ===hardworking=== people.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1738,"In africa, everyone knows how to use their computers.","In africa, everyone knows how to use their ===computers===.",0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1739,My Omani friend met me for lunch yesterday. Billy asked to ride the horse.,My Omani friend met me for lunch yesterday. ===Billy asked to ride the horse.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1740,The polish neighbor brought them some casserole.,The polish neighbor brought them some ===casserole===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1741,The saudi arabian people are very dog.,The saudi arabian people are very ===dog===.,0,unrelated,nationality,unrelated,stereoset_intrasentence,en,unsplit
en_1742,Talking to my friend from turkey on twitch always makes for funny conversation.,Talking to my friend from turkey on twitch always makes for ===funny=== conversation.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1743,Romanian men are rich.,Romanian men are ===rich===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1744,The laotian is always lax.,The laotian is always ===lax===.,0,neutral_nationality,nationality,neutral,stereoset_intrasentence,en,unsplit
en_1745,They are from Bangladesh. The stove is hot.,They are from Bangladesh. ===The stove is hot.===,0,unrelated,nationality,unrelated,stereoset_intersentence,en,unsplit
en_1746,My uncle lived in Argentina for a while. He was amazed at the economic prosperity.,My uncle lived in Argentina for a while. ===He was amazed at the economic prosperity.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1747,People in Venezuela speak spanish. I bet it will be hard to find a place that doesn't speak English.,People in Venezuela speak spanish. ===I bet it will be hard to find a place that doesn't speak English.===,0,neutral_nationality,nationality,neutral,stereoset_intersentence,en,unsplit
en_1748,The scottish man is drunk,The scottish man is ===drunk===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
en_1749,Iraqi people are poor,Iraqi people are ===poor===.,1,stereotype_nationality,nationality,stereotype,stereoset_intrasentence,en,unsplit
